cik,period,metric,value,anomaly_category,self_anomaly,peer_anomaly,direction,zscore,self_baseline_mean,self_baseline_std,self_baseline_n,window_max_quarters,z_score_peer,peer_group_n,peer_deviation_strong,peer_cs_pct_rank,peer_cs_z,peer_cs_coverage,peer_cs_rank_signal,peer_cs_z_signal,peer_cs_alert,comparison_scope,caveat_codes,combined_score_raw,combined_score_adjusted,combined_penalty_total,combined_score,combined_signal_type,contributing_signals,score_components,combined_explanation,explanation,abs_z
1045810,2025-Q1,current_ratio,4.171291505973097,peer_relative,False,True,high,,,,0,4,15.210185809760462,3,True,100.0,1.4051324642140157,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.17129; self_z=n/a; peer_LOO_z=15.2102 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,7.605092904880231
1045810,2025-Q2,current_ratio,4.171291505973097,peer_relative,False,True,high,,,,0,4,15.210185809760462,3,True,100.0,1.4051324642140157,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.17129; self_z=n/a; peer_LOO_z=15.2102 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,7.605092904880231
1045810,2025-Q3,current_ratio,4.171291505973097,peer_relative,False,True,high,,,,0,4,15.210185809760462,3,True,100.0,1.4051324642140157,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.17129; self_z=n/a; peer_LOO_z=15.2102 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,7.605092904880231
1045810,2026-Q1,current_ratio,4.439851498864077,peer_relative,False,True,high,,,,0,4,14.414675341523905,3,True,100.0,1.4041134883282747,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.43985; self_z=n/a; peer_LOO_z=14.4147 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,7.2073376707619525
789019,2022-Q3,net_margin,0.36751246555570133,peer_relative,False,True,high,,,,0,4,14.029777333955431,3,True,100.0,1.4035580420075715,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.367512; self_z=n/a; peer_LOO_z=14.0298 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,7.014888666977716
1045810,2023-Q1,current_ratio,6.650288350634371,peer_relative,False,True,high,,,,0,4,11.749906248078728,3,True,100.0,1.3990943492337433,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=6.65029; self_z=n/a; peer_LOO_z=11.7499 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,5.874953124039364
1045810,2023-Q2,current_ratio,6.650288350634371,peer_relative,False,True,high,,,,0,4,11.749906248078728,3,True,100.0,1.3990943492337433,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=6.65029; self_z=n/a; peer_LOO_z=11.7499 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,5.874953124039364
1045810,2023-Q3,current_ratio,6.650288350634371,peer_relative,False,True,high,,,,0,4,11.749906248078728,3,True,100.0,1.3990943492337433,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=6.65029; self_z=n/a; peer_LOO_z=11.7499 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,5.874953124039364
1045810,2021-Q3,current_ratio,7.673766816143497,peer_relative,False,True,high,,,,0,4,9.95361209825427,3,True,100.0,1.3932764773439588,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=7.67377; self_z=n/a; peer_LOO_z=9.9536 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,4.976806049127135
789019,2021-Q3,net_margin,0.3150921110285573,peer_relative,False,True,high,,,,0,4,7.888642380439081,3,True,100.0,1.3813105154656895,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.315092; self_z=n/a; peer_LOO_z=7.8886 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,3.9443211902195405
320193,2025-Q1,debt_to_assets,0.8439640528248123,peer_relative,False,True,high,,,,0,4,6.6783222877342725,3,True,100.0,1.368922769767297,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.843964; self_z=n/a; peer_LOO_z=6.6783 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,3.3391611438671362
320193,2025-Q2,debt_to_assets,0.8439640528248123,peer_relative,False,True,high,,,,0,4,6.6783222877342725,3,True,100.0,1.368922769767297,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.843964; self_z=n/a; peer_LOO_z=6.6783 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,3.3391611438671362
320193,2025-Q3,debt_to_assets,0.8439640528248123,peer_relative,False,True,high,,,,0,4,6.6783222877342725,3,True,100.0,1.368922769767297,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.843964; self_z=n/a; peer_LOO_z=6.6783 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,3.3391611438671362
789019,2022-Q2,net_margin,0.3658980431260127,peer_relative,False,True,high,,,,0,4,6.396749579896856,3,True,100.0,1.3650578805824556,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.365898; self_z=n/a; peer_LOO_z=6.3967 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,3.198374789948428
1045810,2026-Q1,net_margin,0.5713792044232837,peer_relative,False,True,high,,,,0,4,5.658725617193382,3,True,100.0,1.352285133814393,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.571379; self_z=n/a; peer_LOO_z=5.6587 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.829362808596691
320193,2026-Q1,debt_to_assets,0.7947533828265705,peer_relative,False,True,high,,,,0,4,5.484963532795505,3,True,100.0,1.3485725694516166,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.794753; self_z=n/a; peer_LOO_z=5.4850 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.7424817663977525
1045810,2024-Q1,current_ratio,3.515617857687033,peer_relative,False,True,high,,,,0,4,5.471453968600337,3,True,100.0,1.3482703689700801,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=3.51562; self_z=n/a; peer_LOO_z=5.4715 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.7357269843001686
1045810,2024-Q2,current_ratio,3.515617857687033,peer_relative,False,True,high,,,,0,4,5.471453968600337,3,True,100.0,1.3482703689700801,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=3.51562; self_z=n/a; peer_LOO_z=5.4715 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.7357269843001686
1045810,2024-Q3,current_ratio,3.515617857687033,peer_relative,False,True,high,,,,0,4,5.471453968600337,3,True,100.0,1.3482703689700801,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=3.51562; self_z=n/a; peer_LOO_z=5.4715 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.7357269843001686
320193,2022-Q1,revenue,111439000000.0,peer_relative,False,True,high,,,,0,4,5.360216000469566,3,True,100.0,1.3457027613741313,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.1144e+11; self_z=n/a; peer_LOO_z=5.3602 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.680108000234783
320193,2023-Q1,debt_to_assets,0.8563535598361469,peer_relative,False,True,high,,,,0,4,5.291880830492473,3,True,100.0,1.3440523057791884,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.856354; self_z=n/a; peer_LOO_z=5.2919 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.6459404152462365
320193,2023-Q2,debt_to_assets,0.8563535598361469,peer_relative,False,True,high,,,,0,4,5.291880830492473,3,True,100.0,1.3440523057791884,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.856354; self_z=n/a; peer_LOO_z=5.2919 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.6459404152462365
320193,2023-Q3,debt_to_assets,0.8563535598361469,peer_relative,False,True,high,,,,0,4,5.291880830492473,3,True,100.0,1.3440523057791884,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.856354; self_z=n/a; peer_LOO_z=5.2919 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.6459404152462365
1045810,2022-Q1,current_ratio,4.090445859872611,peer_relative,False,True,high,,,,0,4,4.999146739216915,3,True,100.0,1.3362817707406962,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.09045; self_z=n/a; peer_LOO_z=4.9991 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.4995733696084574
1045810,2022-Q2,current_ratio,4.090445859872611,peer_relative,False,True,high,,,,0,4,4.999146739216915,3,True,100.0,1.3362817707406962,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.09045; self_z=n/a; peer_LOO_z=4.9991 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.4995733696084574
1045810,2022-Q3,current_ratio,4.090445859872611,peer_relative,False,True,high,,,,0,4,4.999146739216915,3,True,100.0,1.3362817707406962,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=4.09045; self_z=n/a; peer_LOO_z=4.9991 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.4995733696084574
320193,2023-Q1,revenue,123945000000.0,peer_relative,False,True,high,,,,0,4,4.965503328626185,3,True,100.0,1.3353091919332096,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.2394e+11; self_z=n/a; peer_LOO_z=4.9655 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.4827516643130925
789019,2022-Q1,net_margin,0.37393012865371156,peer_relative,False,True,high,,,,0,4,4.839541231220762,3,True,100.0,1.331506396380671,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.37393; self_z=n/a; peer_LOO_z=4.8395 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.419770615610381
320193,2022-Q2,revenue,201023000000.0,peer_relative,False,True,high,,,,0,4,4.2965722395065775,3,True,100.0,1.3116466785438892,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.0102e+11; self_z=n/a; peer_LOO_z=4.2966 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.1482861197532888
320193,2024-Q1,revenue,117154000000.0,peer_relative,False,True,high,,,,0,4,4.204666061098628,3,True,100.0,1.30761370952984,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.1715e+11; self_z=n/a; peer_LOO_z=4.2047 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.102333030549314
789019,2024-Q1,net_margin,0.3502653525398029,peer_relative,False,True,high,,,,0,4,4.097249235670006,3,True,100.0,1.3026041312774532,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.350265; self_z=n/a; peer_LOO_z=4.0972 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.048624617835003
320193,2022-Q1,debt_to_assets,0.8202574344305731,peer_relative,False,True,high,,,,0,4,4.044955066035409,3,True,100.0,1.300042014563359,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.820257; self_z=n/a; peer_LOO_z=4.0450 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.0224775330177045
320193,2022-Q2,debt_to_assets,0.8202574344305731,peer_relative,False,True,high,,,,0,4,4.044955066035409,3,True,100.0,1.300042014563359,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.820257; self_z=n/a; peer_LOO_z=4.0450 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.0224775330177045
320193,2022-Q3,debt_to_assets,0.8202574344305731,peer_relative,False,True,high,,,,0,4,4.044955066035409,3,True,100.0,1.300042014563359,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=0.820257; self_z=n/a; peer_LOO_z=4.0450 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,2.0224775330177045
320193,2026-Q1,revenue,124300000000.0,peer_relative,False,True,high,,,,0,4,3.969828785311449,3,True,100.0,1.2962109177020016,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=1.2430e+11; self_z=n/a; peer_LOO_z=3.9698 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.9849143926557244
320193,2023-Q2,revenue,221223000000.0,peer_relative,False,True,high,,,,0,4,3.9260694887896603,3,True,100.0,1.2938938701624934,full,high,none,extreme_high,peer_cross_section,no_self_timeseries_flag,1.0,0.9,0.1,0.9,peer_only,peer_cs;caveat_penalty,self=0.000;peer=1.000;agreement=0.000;penalty=0.100;raw=1.000;score=0.900,"type=peer_only; score=0.900; raw_score=1.000; self_component=0.000; peer_component=1.000; agreement_bonus=0.000; caveat_penalty=0.100; contributors=peer_cs,caveat_penalty",category=peer_relative; self=False; peer_cs=True; dir=high; obs=2.2122e+11; self_z=n/a; peer_LOO_z=3.9261 (period_n=3); |peer_LOO|>threshold; peer_cs_alert=extreme_high; caveats=no_self_timeseries_flag,1.9630347443948302
